"iri","val"
"http://purl.obolibrary.org/obo/PATO_0000051","ro"
"http://purl.obolibrary.org/obo/PATO_0000051","to"
"http://purl.obolibrary.org/obo/PATO_0000051","upheno"
"http://purl.obolibrary.org/obo/PATO_0000051","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000051","xpo"
"http://purl.obolibrary.org/obo/PATO_0000051","zp"
"http://purl.obolibrary.org/obo/PATO_0000052","agro"
"http://purl.obolibrary.org/obo/PATO_0000052","dpo"
"http://purl.obolibrary.org/obo/PATO_0000052","fbcv"
"http://purl.obolibrary.org/obo/PATO_0000052","flopo"
"http://purl.obolibrary.org/obo/PATO_0000052","fypo"
"http://purl.obolibrary.org/obo/PATO_0000052","hp"
"http://purl.obolibrary.org/obo/PATO_0000052","micro"
"http://purl.obolibrary.org/obo/PATO_0000052","mp"
"http://purl.obolibrary.org/obo/PATO_0000052","nbo"
"http://purl.obolibrary.org/obo/PATO_0000052","oba"
"http://purl.obolibrary.org/obo/PATO_0000052","omp"
"http://purl.obolibrary.org/obo/PATO_0000052","planp"
"http://purl.obolibrary.org/obo/PATO_0000052","to"
"http://purl.obolibrary.org/obo/PATO_0000052","upheno"
"http://purl.obolibrary.org/obo/PATO_0000052","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000052","zp"
"http://purl.obolibrary.org/obo/PATO_0000053","flopo"
"http://purl.obolibrary.org/obo/PATO_0000054","flopo"
"http://purl.obolibrary.org/obo/PATO_0000055","flopo"
"http://purl.obolibrary.org/obo/PATO_0000057","fypo"
"http://purl.obolibrary.org/obo/PATO_0000057","oba"
"http://purl.obolibrary.org/obo/PATO_0000057","upheno"
"http://purl.obolibrary.org/obo/PATO_0000057","zp"
"http://purl.obolibrary.org/obo/PATO_0000058","flopo"
"http://purl.obolibrary.org/obo/PATO_0000059","flopo"
"http://purl.obolibrary.org/obo/PATO_0000060","flopo"
"http://purl.obolibrary.org/obo/PATO_0000060","hp"
"http://purl.obolibrary.org/obo/PATO_0000060","micro"
"http://purl.obolibrary.org/obo/PATO_0000060","mp"
"http://purl.obolibrary.org/obo/PATO_0000060","oba"
"http://purl.obolibrary.org/obo/PATO_0000060","upheno"
"http://purl.obolibrary.org/obo/PATO_0000060","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000060","zp"
"http://purl.obolibrary.org/obo/PATO_0000061","flopo"
"http://purl.obolibrary.org/obo/PATO_0000063","flopo"
"http://purl.obolibrary.org/obo/PATO_0000064","flopo"
"http://purl.obolibrary.org/obo/PATO_0000065","flopo"
"http://purl.obolibrary.org/obo/PATO_0000066","flopo"
"http://purl.obolibrary.org/obo/PATO_0000066","oba"
"http://purl.obolibrary.org/obo/PATO_0000067","flopo"
"http://purl.obolibrary.org/obo/PATO_0000068","clo"
"http://purl.obolibrary.org/obo/PATO_0000068","genepio"
"http://purl.obolibrary.org/obo/PATO_0000068","omp"
"http://purl.obolibrary.org/obo/PATO_0000068","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000069","flopo"
"http://purl.obolibrary.org/obo/PATO_0000069","oba"
"http://purl.obolibrary.org/obo/PATO_0000070","agro"
"http://purl.obolibrary.org/obo/PATO_0000070","envo"
"http://purl.obolibrary.org/obo/PATO_0000070","flopo"
"http://purl.obolibrary.org/obo/PATO_0000070","gaz"
"http://purl.obolibrary.org/obo/PATO_0000070","hp"
"http://purl.obolibrary.org/obo/PATO_0000070","mp"
"http://purl.obolibrary.org/obo/PATO_0000070","oba"
"http://purl.obolibrary.org/obo/PATO_0000070","upheno"
"http://purl.obolibrary.org/obo/PATO_0000070","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000070","zp"
"http://purl.obolibrary.org/obo/PATO_0000071","flopo"
"http://purl.obolibrary.org/obo/PATO_0000072","flopo"
"http://purl.obolibrary.org/obo/PATO_0000073","flopo"
"http://purl.obolibrary.org/obo/PATO_0000074","flopo"
"http://purl.obolibrary.org/obo/PATO_0000075","flopo"
"http://purl.obolibrary.org/obo/PATO_0000076","flopo"
"http://purl.obolibrary.org/obo/PATO_0000077","mp"
"http://purl.obolibrary.org/obo/PATO_0000077","oba"
"http://purl.obolibrary.org/obo/PATO_0000077","upheno"
"http://purl.obolibrary.org/obo/PATO_0000077","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000078","oba"
"http://purl.obolibrary.org/obo/PATO_0000078","upheno"
"http://purl.obolibrary.org/obo/PATO_0000078","zp"
"http://purl.obolibrary.org/obo/PATO_0000079","flopo"
"http://purl.obolibrary.org/obo/PATO_0000080","upheno"
"http://purl.obolibrary.org/obo/PATO_0000080","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000080","zp"
"http://purl.obolibrary.org/obo/PATO_0000081","flopo"
"http://purl.obolibrary.org/obo/PATO_0000082","hp"
"http://purl.obolibrary.org/obo/PATO_0000082","mp"
"http://purl.obolibrary.org/obo/PATO_0000082","oba"
"http://purl.obolibrary.org/obo/PATO_0000082","upheno"
"http://purl.obolibrary.org/obo/PATO_0000082","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000082","zp"
"http://purl.obolibrary.org/obo/PATO_0000083","mp"
"http://purl.obolibrary.org/obo/PATO_0000083","oba"
"http://purl.obolibrary.org/obo/PATO_0000083","upheno"
"http://purl.obolibrary.org/obo/PATO_0000084","flopo"
"http://purl.obolibrary.org/obo/PATO_0000085","mp"
"http://purl.obolibrary.org/obo/PATO_0000085","oba"
"http://purl.obolibrary.org/obo/PATO_0000085","upheno"
"http://purl.obolibrary.org/obo/PATO_0000086","flopo"
"http://purl.obolibrary.org/obo/PATO_0000087","flopo"
"http://purl.obolibrary.org/obo/PATO_0000088","flopo"
"http://purl.obolibrary.org/obo/PATO_0000089","flopo"
"http://purl.obolibrary.org/obo/PATO_0000090","flopo"
"http://purl.obolibrary.org/obo/PATO_0000091","flopo"
"http://purl.obolibrary.org/obo/PATO_0000092","flopo"
"http://purl.obolibrary.org/obo/PATO_0000093","flopo"
"http://purl.obolibrary.org/obo/PATO_0000094","flopo"
"http://purl.obolibrary.org/obo/PATO_0000095","flopo"
"http://purl.obolibrary.org/obo/PATO_0000096","flopo"
"http://purl.obolibrary.org/obo/PATO_0000097","flopo"
"http://purl.obolibrary.org/obo/PATO_0000098","flopo"
"http://purl.obolibrary.org/obo/PATO_0000099","flopo"
"http://purl.obolibrary.org/obo/PATO_0000100","flopo"
"http://purl.obolibrary.org/obo/PATO_0000101","flopo"
"http://purl.obolibrary.org/obo/PATO_0000102","flopo"
"http://purl.obolibrary.org/obo/PATO_0000103","flopo"
"http://purl.obolibrary.org/obo/PATO_0000104","flopo"
"http://purl.obolibrary.org/obo/PATO_0000105","flopo"
"http://purl.obolibrary.org/obo/PATO_0000106","flopo"
"http://purl.obolibrary.org/obo/PATO_0000107","flopo"
"http://purl.obolibrary.org/obo/PATO_0000108","flopo"
"http://purl.obolibrary.org/obo/PATO_0000109","flopo"
"http://purl.obolibrary.org/obo/PATO_0000110","flopo"
"http://purl.obolibrary.org/obo/PATO_0000111","flopo"
"http://purl.obolibrary.org/obo/PATO_0000112","flopo"
"http://purl.obolibrary.org/obo/PATO_0000113","flopo"
"http://purl.obolibrary.org/obo/PATO_0000114","flopo"
"http://purl.obolibrary.org/obo/PATO_0000115","flopo"
"http://purl.obolibrary.org/obo/PATO_0000116","flopo"
"http://purl.obolibrary.org/obo/PATO_0000117","dpo"
"http://purl.obolibrary.org/obo/PATO_0000117","fbcv"
"http://purl.obolibrary.org/obo/PATO_0000117","flopo"
"http://purl.obolibrary.org/obo/PATO_0000117","fypo"
"http://purl.obolibrary.org/obo/PATO_0000117","hp"
"http://purl.obolibrary.org/obo/PATO_0000117","micro"
"http://purl.obolibrary.org/obo/PATO_0000117","mp"
"http://purl.obolibrary.org/obo/PATO_0000117","nbo"
"http://purl.obolibrary.org/obo/PATO_0000117","oba"
"http://purl.obolibrary.org/obo/PATO_0000117","omp"
"http://purl.obolibrary.org/obo/PATO_0000117","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000117","planp"
"http://purl.obolibrary.org/obo/PATO_0000117","to"
"http://purl.obolibrary.org/obo/PATO_0000117","upheno"
"http://purl.obolibrary.org/obo/PATO_0000117","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000117","zp"
"http://purl.obolibrary.org/obo/PATO_0000118","flopo"
"http://purl.obolibrary.org/obo/PATO_0000119","agro"
"http://purl.obolibrary.org/obo/PATO_0000119","flopo"
"http://purl.obolibrary.org/obo/PATO_0000119","hp"
"http://purl.obolibrary.org/obo/PATO_0000119","mp"
"http://purl.obolibrary.org/obo/PATO_0000119","oba"
"http://purl.obolibrary.org/obo/PATO_0000119","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000119","to"
"http://purl.obolibrary.org/obo/PATO_0000119","upheno"
"http://purl.obolibrary.org/obo/PATO_0000119","zp"
"http://purl.obolibrary.org/obo/PATO_0000120","flopo"
"http://purl.obolibrary.org/obo/PATO_0000121","flopo"
"http://purl.obolibrary.org/obo/PATO_0000122","agro"
"http://purl.obolibrary.org/obo/PATO_0000122","cheminf"
"http://purl.obolibrary.org/obo/PATO_0000122","dideo"
"http://purl.obolibrary.org/obo/PATO_0000122","duo"
"http://purl.obolibrary.org/obo/PATO_0000122","envo"
"http://purl.obolibrary.org/obo/PATO_0000122","flopo"
"http://purl.obolibrary.org/obo/PATO_0000122","fypo"
"http://purl.obolibrary.org/obo/PATO_0000122","gaz"
"http://purl.obolibrary.org/obo/PATO_0000122","hp"
"http://purl.obolibrary.org/obo/PATO_0000122","iao"
"http://purl.obolibrary.org/obo/PATO_0000122","mp"
"http://purl.obolibrary.org/obo/PATO_0000122","oba"
"http://purl.obolibrary.org/obo/PATO_0000122","obcs"
"http://purl.obolibrary.org/obo/PATO_0000122","obi"
